Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2020-691845,2020-04-30,2020-04-30,Same Day,CUST-7038,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-7076,Furniture,Furnishings,Furnishings Product 57,6559.54,6,0.2,-801.77
CA-2023-363487,2023-04-23,2023-04-28,Same Day,CUST-2743,Consumer,United States,Philadelphia,Texas,South,OFF-PA-1044,Office Supplies,Paper,Paper Product 15,395.6,5,0.1,-9.23
CA-2020-127939,2020-03-31,2020-04-04,Same Day,CUST-4765,Consumer,United States,San Diego,Texas,Central,FUR-BO-2474,Furniture,Bookcases,Bookcases Product 63,13878.77,13,0.1,-2173.5
CA-2020-802749,2020-11-27,2020-11-30,First Class,CUST-8336,Consumer,United States,Seattle,Pennsylvania,East,TEC-AC-2772,Technology,Accessories,Accessories Product 44,745.58,9,0.4,-125.54
CA-2023-358477,2023-12-13,2023-12-13,Standard Class,CUST-8568,Home Office,United States,San Francisco,Washington,East,OFF-AR-1783,Office Supplies,Art,Art Product 37,416.52,4,0.0,68.07
CA-2022-838265,2022-01-09,2022-01-13,Second Class,CUST-1406,Consumer,United States,Columbus,Texas,West,OFF-SU-6716,Office Supplies,Supplies,Supplies Product 69,219.5,5,0.0,35.17
CA-2022-131125,2022-12-17,2022-12-22,Second Class,CUST-2974,Home Office,United States,New York City,Washington,West,OFF-SU-4282,Office Supplies,Supplies,Supplies Product 78,796.1,7,0.2,78.08
CA-2022-256147,2022-04-04,2022-04-05,Standard Class,CUST-6787,Home Office,United States,Los Angeles,Pennsylvania,West,OFF-FA-3264,Office Supplies,Fasteners,Fasteners Product 90,632.17,14,0.5,-117.01
CA-2022-446377,2022-08-30,2022-08-30,Standard Class,CUST-2111,Consumer,United States,New York City,Texas,South,FUR-BO-8657,Furniture,Bookcases,Bookcases Product 16,2695.9,5,0.15,-181.66
CA-2021-171245,2021-05-31,2021-05-31,First Class,CUST-1049,Corporate,United States,San Francisco,Illinois,East,FUR-LA-6188,Furniture,Labels,Labels Product 23,2744.91,10,0.3,-10.55
CA-2020-961627,2020-03-27,2020-03-29,Same Day,CUST-7471,Home Office,United States,Dallas,Texas,West,TEC-AC-2066,Technology,Accessories,Accessories Product 26,16470.73,13,0.3,3497.29
CA-2022-406830,2022-08-06,2022-08-10,Standard Class,CUST-7731,Corporate,United States,Los Angeles,California,West,OFF-AR-8945,Office Supplies,Art,Art Product 37,721.06,14,0.4,1.44
CA-2020-558116,2020-04-10,2020-04-13,Second Class,CUST-4455,Home Office,United States,Dallas,Illinois,Central,OFF-FA-2866,Office Supplies,Fasteners,Fasteners Product 79,171.67,4,0.15,-11.68
CA-2022-989319,2022-07-02,2022-07-08,Second Class,CUST-1431,Consumer,United States,San Diego,New York,South,FUR-BO-9856,Furniture,Bookcases,Bookcases Product 22,11929.82,12,0.2,-2301.77
CA-2020-761467,2020-08-04,2020-08-04,First Class,CUST-2557,Home Office,United States,Los Angeles,California,Central,OFF-AP-9404,Office Supplies,Appliances,Appliances Product 77,502.32,14,0.0,133.69
CA-2022-123501,2022-10-30,2022-11-05,First Class,CUST-9326,Consumer,United States,Los Angeles,Pennsylvania,South,TEC-PH-5260,Technology,Phones,Phones Product 39,6486.24,3,0.2,-215.67
CA-2022-638071,2022-12-31,2023-01-01,Second Class,CUST-8214,Home Office,United States,Houston,Texas,East,FUR-BO-9832,Furniture,Bookcases,Bookcases Product 23,7968.02,8,0.3,493.74
CA-2020-798964,2020-05-06,2020-05-12,Standard Class,CUST-3946,Consumer,United States,Chicago,Pennsylvania,East,FUR-LA-5907,Furniture,Labels,Labels Product 77,848.81,9,0.2,-74.56
CA-2022-719110,2022-04-05,2022-04-05,First Class,CUST-3709,Home Office,United States,Chicago,Pennsylvania,West,TEC-AC-8591,Technology,Accessories,Accessories Product 93,2372.41,3,0.5,236.64
CA-2022-471868,2022-03-14,2022-03-18,Second Class,CUST-2931,Corporate,United States,Los Angeles,Ohio,South,TEC-PH-2843,Technology,Phones,Phones Product 46,14958.25,11,0.3,-67.23
CA-2022-824493,2022-05-24,2022-05-24,Second Class,CUST-6460,Home Office,United States,Chicago,Washington,East,OFF-EN-8540,Office Supplies,Envelopes,Envelopes Product 75,150.09,3,0.5,5.91
CA-2023-542113,2023-09-10,2023-09-15,First Class,CUST-7165,Corporate,United States,Dallas,California,Central,TEC-PH-8033,Technology,Phones,Phones Product 4,1993.45,3,0.3,-261.8
CA-2021-454437,2021-06-28,2021-07-01,Standard Class,CUST-7323,Consumer,United States,Seattle,Washington,West,TEC-MA-7662,Technology,Machines,Machines Product 36,604.38,3,0.3,-90.96
CA-2023-332786,2023-01-16,2023-01-20,First Class,CUST-9759,Corporate,United States,Dallas,Illinois,West,FUR-BO-1673,Furniture,Bookcases,Bookcases Product 56,6538.99,9,0.5,445.47
CA-2020-731182,2020-10-08,2020-10-10,Standard Class,CUST-7961,Consumer,United States,Columbus,Ohio,East,OFF-SU-2461,Office Supplies,Supplies,Supplies Product 39,475.61,3,0.2,83.92
CA-2020-892189,2020-05-31,2020-06-01,Second Class,CUST-4351,Home Office,United States,Chicago,New York,West,FUR-FU-4495,Furniture,Furnishings,Furnishings Product 61,11634.64,13,0.4,-4667.16
CA-2022-635868,2022-04-14,2022-04-14,Standard Class,CUST-7563,Corporate,United States,New York City,California,Central,OFF-BI-5561,Office Supplies,Binders,Binders Product 97,37.91,4,0.3,-5.86
CA-2021-133099,2021-09-10,2021-09-13,Second Class,CUST-5737,Corporate,United States,New York City,Ohio,South,FUR-LA-7587,Furniture,Labels,Labels Product 9,1132.33,2,0.4,-317.87
CA-2022-371258,2022-08-20,2022-08-26,Standard Class,CUST-9957,Home Office,United States,New York City,Ohio,South,TEC-PH-8564,Technology,Phones,Phones Product 71,2084.18,12,0.4,230.36
CA-2020-925519,2020-10-24,2020-10-24,Second Class,CUST-6348,Home Office,United States,Seattle,Texas,South,OFF-AR-5342,Office Supplies,Art,Art Product 70,462.56,8,0.0,95.65
CA-2022-676247,2022-05-14,2022-05-18,Same Day,CUST-6105,Home Office,United States,Chicago,Pennsylvania,Central,TEC-CO-2479,Technology,Copiers,Copiers Product 42,24597.22,12,0.3,1698.29
CA-2021-241314,2021-11-27,2021-12-01,Second Class,CUST-1959,Home Office,United States,San Diego,Washington,West,OFF-PA-7250,Office Supplies,Paper,Paper Product 89,1216.49,13,0.3,-288.04
CA-2020-338099,2020-04-01,2020-04-03,Same Day,CUST-4393,Corporate,United States,Houston,California,South,FUR-BO-3060,Furniture,Bookcases,Bookcases Product 13,1311.84,8,0.0,227.09
CA-2022-151539,2022-11-20,2022-11-24,Standard Class,CUST-5933,Consumer,United States,Philadelphia,Pennsylvania,Central,OFF-PA-3931,Office Supplies,Paper,Paper Product 7,731.4,6,0.0,110.88
CA-2021-556034,2021-08-23,2021-08-26,Same Day,CUST-9151,Corporate,United States,New York City,Washington,South,OFF-FA-5294,Office Supplies,Fasteners,Fasteners Product 21,1647.92,13,0.3,316.93
CA-2020-456428,2020-01-30,2020-02-05,Standard Class,CUST-8382,Corporate,United States,Houston,California,West,OFF-PA-9297,Office Supplies,Paper,Paper Product 78,972.78,7,0.2,43.78
CA-2020-499780,2020-02-29,2020-03-03,Second Class,CUST-4019,Corporate,United States,Houston,Illinois,Central,FUR-CH-1887,Furniture,Chairs,Chairs Product 14,13263.38,14,0.2,-2599.04
CA-2022-546164,2022-03-23,2022-03-28,Second Class,CUST-4059,Consumer,United States,Seattle,California,Central,OFF-PA-3966,Office Supplies,Paper,Paper Product 98,445.06,4,0.4,-175.3
CA-2022-170603,2022-07-14,2022-07-17,Same Day,CUST-1454,Consumer,United States,Los Angeles,California,Central,OFF-SU-2637,Office Supplies,Supplies,Supplies Product 12,291.34,5,0.3,39.76
CA-2022-106416,2022-02-01,2022-02-07,Standard Class,CUST-2775,Corporate,United States,Columbus,Pennsylvania,South,TEC-MA-8883,Technology,Machines,Machines Product 92,21698.64,9,0.0,7719.66
CA-2022-565660,2022-10-09,2022-10-13,Standard Class,CUST-5476,Corporate,United States,Seattle,Illinois,South,FUR-CH-5310,Furniture,Chairs,Chairs Product 22,1960.41,14,0.15,8.39
CA-2023-313795,2023-07-31,2023-08-06,First Class,CUST-4748,Home Office,United States,San Diego,Washington,West,OFF-AR-8046,Office Supplies,Art,Art Product 45,442.32,3,0.0,162.69
CA-2023-467373,2023-11-27,2023-12-01,Second Class,CUST-7037,Corporate,United States,Dallas,California,Central,TEC-PH-3095,Technology,Phones,Phones Product 16,22367.72,14,0.3,-2900.22
CA-2023-888971,2023-10-07,2023-10-11,First Class,CUST-1772,Consumer,United States,Chicago,Washington,Central,TEC-CO-7019,Technology,Copiers,Copiers Product 37,4682.11,9,0.5,-456.15
CA-2023-246741,2023-08-28,2023-08-31,Second Class,CUST-3525,Home Office,United States,San Diego,Washington,South,OFF-BI-2390,Office Supplies,Binders,Binders Product 58,607.32,14,0.0,213.79
CA-2022-878317,2022-06-16,2022-06-22,Second Class,CUST-9016,Consumer,United States,New York City,California,South,OFF-EN-3780,Office Supplies,Envelopes,Envelopes Product 10,322.99,4,0.4,9.7
CA-2022-736213,2022-08-30,2022-09-01,Same Day,CUST-5045,Consumer,United States,Philadelphia,Washington,West,TEC-AC-1543,Technology,Accessories,Accessories Product 50,18418.62,11,0.0,7744.63
CA-2023-754446,2023-05-31,2023-06-06,Second Class,CUST-6423,Consumer,United States,Philadelphia,New York,East,FUR-LA-2701,Furniture,Labels,Labels Product 66,8575.24,12,0.15,1053.21
CA-2020-983488,2020-05-21,2020-05-26,Same Day,CUST-6658,Consumer,United States,Philadelphia,Washington,Central,OFF-SU-6889,Office Supplies,Supplies,Supplies Product 34,828.08,8,0.0,170.32
CA-2021-169161,2021-06-20,2021-06-23,Same Day,CUST-4562,Corporate,United States,Dallas,New York,East,FUR-FU-6251,Furniture,Furnishings,Furnishings Product 31,2971.68,4,0.4,57.47
CA-2023-367865,2023-08-11,2023-08-15,Same Day,CUST-7972,Home Office,United States,Dallas,Pennsylvania,West,FUR-CH-1998,Furniture,Chairs,Chairs Product 40,3844.37,9,0.4,-891.03
CA-2021-814105,2021-10-06,2021-10-09,Second Class,CUST-5158,Corporate,United States,San Francisco,New York,East,TEC-CO-9854,Technology,Copiers,Copiers Product 96,16689.01,14,0.2,1036.73
CA-2022-780208,2022-02-19,2022-02-24,Second Class,CUST-8365,Consumer,United States,Dallas,California,West,OFF-BI-2690,Office Supplies,Binders,Binders Product 20,107.73,5,0.3,-19.78
CA-2020-320295,2020-08-18,2020-08-23,Second Class,CUST-9471,Home Office,United States,New York City,Illinois,West,TEC-PH-3748,Technology,Phones,Phones Product 19,865.55,1,0.3,268.03
CA-2020-166092,2020-09-05,2020-09-05,Same Day,CUST-8558,Corporate,United States,Chicago,New York,East,FUR-BO-1488,Furniture,Bookcases,Bookcases Product 66,1150.59,3,0.0,294.07
CA-2023-957556,2023-07-17,2023-07-21,First Class,CUST-4102,Corporate,United States,Chicago,Ohio,East,TEC-PH-5731,Technology,Phones,Phones Product 8,14640.96,12,0.0,1529.71
CA-2021-635124,2021-04-26,2021-04-30,Standard Class,CUST-8906,Corporate,United States,Chicago,Ohio,West,OFF-PA-4194,Office Supplies,Paper,Paper Product 41,404.79,11,0.3,96.78
CA-2021-308200,2021-09-25,2021-09-28,Standard Class,CUST-8488,Corporate,United States,Seattle,New York,Central,TEC-MA-5570,Technology,Machines,Machines Product 43,28857.08,14,0.0,4012.96
CA-2023-553876,2023-04-19,2023-04-22,Same Day,CUST-7915,Corporate,United States,Los Angeles,New York,East,OFF-AR-7438,Office Supplies,Art,Art Product 48,42.29,6,0.2,6.11
CA-2021-395900,2021-09-04,2021-09-10,Standard Class,CUST-8323,Home Office,United States,Houston,New York,South,FUR-BO-5405,Furniture,Bookcases,Bookcases Product 99,13705.74,12,0.1,3156.09
CA-2023-304102,2023-06-20,2023-06-23,Same Day,CUST-7876,Home Office,United States,San Francisco,Washington,West,FUR-FU-7191,Furniture,Furnishings,Furnishings Product 69,359.05,10,0.5,-29.3
CA-2023-653600,2023-03-08,2023-03-12,Second Class,CUST-9846,Corporate,United States,Dallas,Pennsylvania,East,TEC-PH-8741,Technology,Phones,Phones Product 68,3679.2,3,0.0,1043.59
CA-2023-941850,2023-10-28,2023-11-02,Same Day,CUST-3959,Corporate,United States,San Diego,Ohio,East,TEC-PH-8446,Technology,Phones,Phones Product 49,20792.34,13,0.15,2889.74
CA-2020-835620,2020-02-17,2020-02-22,First Class,CUST-8447,Home Office,United States,Dallas,Pennsylvania,West,TEC-CO-7228,Technology,Copiers,Copiers Product 2,395.04,3,0.2,-12.45
CA-2021-245961,2021-09-11,2021-09-11,Standard Class,CUST-8552,Corporate,United States,Houston,Pennsylvania,Central,TEC-AC-2929,Technology,Accessories,Accessories Product 59,31342.88,13,0.15,12221.11
CA-2022-731371,2022-09-23,2022-09-26,Second Class,CUST-2222,Consumer,United States,,Illinois,West,OFF-AR-5592,Office Supplies,Art,Art Product 12,1327.48,11,0.2,58.59
CA-2023-732457,2023-05-31,2023-06-05,Same Day,CUST-6476,Home Office,United States,Columbus,New York,South,TEC-PH-1874,Technology,Phones,Phones Product 91,3681.86,3,0.1,330.59
CA-2021-463448,2021-06-25,2021-06-30,First Class,CUST-7108,Corporate,United States,New York City,Washington,South,TEC-MA-9286,Technology,Machines,Machines Product 17,9649.92,5,0.3,-936.12
CA-2020-100063,2020-01-06,2020-01-12,Standard Class,CUST-1815,Consumer,United States,Chicago,California,Central,TEC-CO-7717,Technology,Copiers,Copiers Product 36,3823.86,3,0.5,-23.96
CA-2020-286253,2020-04-18,2020-04-21,Second Class,CUST-6375,Home Office,United States,Philadelphia,New York,East,FUR-CH-2457,Furniture,Chairs,Chairs Product 63,2768.86,14,0.2,273.59
CA-2022-194465,2022-12-01,2022-12-06,Second Class,CUST-7876,Consumer,United States,Chicago,Pennsylvania,Central,TEC-CO-1102,Technology,Copiers,Copiers Product 62,5663.68,3,0.1,1867.95
CA-2020-740070,2020-05-14,2020-05-14,Second Class,CUST-8599,Consumer,United States,Los Angeles,Washington,West,OFF-AP-8002,Office Supplies,Appliances,Appliances Product 11,55.3,2,0.0,8.22
CA-2020-697176,2020-03-30,2020-04-04,Second Class,CUST-4270,Consumer,United States,New York City,Texas,East,OFF-EN-8048,Office Supplies,Envelopes,Envelopes Product 76,1211.91,14,0.5,-178.8
CA-2021-190831,2021-10-04,2021-10-09,First Class,CUST-6361,Home Office,United States,Philadelphia,California,West,FUR-BO-9550,Furniture,Bookcases,Bookcases Product 60,2024.74,8,0.4,-201.59
CA-2022-369579,2022-04-26,2022-04-30,First Class,CUST-8736,Consumer,United States,Chicago,Ohio,East,TEC-CO-9432,Technology,Copiers,Copiers Product 19,25349.07,14,0.3,1008.37
CA-2022-137247,2022-08-29,2022-08-30,First Class,CUST-6444,Consumer,United States,Seattle,Washington,South,OFF-AR-4633,Office Supplies,Art,Art Product 88,723.32,4,0.0,209.86
CA-2021-477427,2021-01-10,2021-01-10,Same Day,CUST-5194,Home Office,United States,San Francisco,Washington,West,OFF-FA-7892,Office Supplies,Fasteners,Fasteners Product 68,466.34,4,0.4,57.1
CA-2020-674571,2020-05-03,2020-05-06,Second Class,CUST-5118,Corporate,United States,Dallas,Pennsylvania,West,OFF-ST-9964,Office Supplies,Storage,Storage Product 39,105.24,1,0.3,-4.64
CA-2020-525608,2020-12-28,2020-12-30,Second Class,CUST-9850,Consumer,United States,Houston,Washington,East,FUR-TA-8299,Furniture,Tables,Tables Product 57,15096.95,13,0.15,2843.89
CA-2021-481914,2021-07-20,2021-07-25,Same Day,CUST-3612,Consumer,United States,Columbus,California,East,FUR-TA-1557,Furniture,Tables,Tables Product 70,4206.18,6,0.0,143.96
CA-2021-128894,2021-11-13,2021-11-19,Standard Class,CUST-4826,Consumer,United States,Los Angeles,New York,South,OFF-AR-9315,Office Supplies,Art,Art Product 50,60.73,1,0.4,4.04
CA-2020-815104,2020-07-13,2020-07-17,Same Day,CUST-1884,Home Office,United States,Seattle,California,East,TEC-AC-7653,Technology,Accessories,Accessories Product 92,2526.6,3,0.2,183.09
CA-2023-815745,2023-06-25,2023-06-27,Second Class,CUST-1010,Consumer,United States,Seattle,California,South,FUR-LA-6140,Furniture,Labels,Labels Product 73,19374.32,14,0.0,139.88
CA-2022-153240,2022-01-01,2022-01-07,Standard Class,CUST-6234,Consumer,United States,Houston,California,West,FUR-BO-6685,Furniture,Bookcases,Bookcases Product 84,2334.42,3,0.4,-140.77
CA-2023-559340,2023-11-06,2023-11-11,First Class,CUST-1718,Corporate,United States,Los Angeles,Ohio,South,TEC-MA-4133,Technology,Machines,Machines Product 17,15502.24,8,0.0,5380.12
CA-2022-775192,2022-08-07,2022-08-11,Standard Class,CUST-4778,Home Office,United States,Los Angeles,New York,East,TEC-AC-7433,Technology,Accessories,Accessories Product 37,10985.71,6,0.15,2694.14
CA-2023-224274,2023-10-19,2023-10-23,Standard Class,CUST-5545,Corporate,United States,Seattle,New York,West,FUR-LA-8019,Furniture,Labels,Labels Product 6,9973.42,13,0.3,-3258.39
CA-2022-198351,2022-11-03,2022-11-07,Second Class,CUST-6518,Home Office,United States,Columbus,California,Central,TEC-MA-6670,Technology,Machines,Machines Product 98,432.36,2,0.3,6.15
CA-2021-162206,2021-05-13,2021-05-15,Same Day,CUST-8977,Home Office,United States,Columbus,New York,East,TEC-MA-7517,Technology,Machines,Machines Product 74,697.62,3,0.0,178.01
CA-2022-375532,2022-05-27,2022-06-02,Standard Class,CUST-4958,Corporate,United States,Dallas,Washington,West,TEC-AC-4568,Technology,Accessories,Accessories Product 85,2696.85,2,0.2,764.73
CA-2021-335959,2021-01-31,2021-02-04,Standard Class,CUST-1045,Corporate,United States,San Diego,Texas,South,OFF-FA-3575,Office Supplies,Fasteners,Fasteners Product 43,706.4,10,0.5,204.32
CA-2021-322839,2021-11-02,2021-11-02,Same Day,CUST-6129,Corporate,United States,Seattle,Texas,West,FUR-CH-5683,Furniture,Chairs,Chairs Product 14,4879.69,11,0.2,-1558.93
CA-2022-836578,2022-07-29,2022-08-02,Second Class,CUST-4585,Consumer,United States,Philadelphia,Washington,East,OFF-BI-2142,Office Supplies,Binders,Binders Product 2,118.44,10,0.3,-22.89
CA-2020-768159,2020-03-06,2020-03-10,Same Day,CUST-9362,Corporate,United States,San Francisco,New York,West,FUR-TA-2911,Furniture,Tables,Tables Product 12,14438.34,14,0.0,613.16
CA-2022-811289,2022-02-25,2022-02-28,First Class,CUST-8479,Corporate,United States,Columbus,Pennsylvania,South,OFF-EN-6296,Office Supplies,Envelopes,Envelopes Product 73,348.52,13,0.15,99.84
CA-2021-514440,2021-01-16,2021-01-16,Standard Class,CUST-4783,Consumer,United States,Chicago,Illinois,West,FUR-FU-1138,Furniture,Furnishings,Furnishings Product 89,9835.78,12,0.1,-225.14
CA-2020-125862,2020-10-16,2020-10-19,Second Class,CUST-1017,Corporate,United States,Los Angeles,New York,Central,OFF-PA-3655,Office Supplies,Paper,Paper Product 29,297.94,9,0.2,-21.48
CA-2023-933892,2023-02-01,2023-02-01,Second Class,CUST-2106,Corporate,United States,Dallas,Ohio,East,FUR-CH-9556,Furniture,Chairs,Chairs Product 74,4475.56,7,0.4,-2034.14
CA-2022-627573,2022-09-28,2022-10-03,Same Day,CUST-4464,Home Office,United States,Houston,Washington,East,FUR-LA-6127,Furniture,Labels,Labels Product 73,1869.7,10,0.0,-107.38
CA-2022-146616,2022-08-07,2022-08-12,Standard Class,CUST-6565,Consumer,United States,San Diego,Pennsylvania,West,OFF-BI-2100,Office Supplies,Binders,Binders Product 71,1173.4,12,0.3,-96.07
CA-2022-389523,2022-02-07,2022-02-11,First Class,CUST-6095,Consumer,United States,Los Angeles,Pennsylvania,West,FUR-FU-3754,Furniture,Furnishings,Furnishings Product 93,5217.87,10,0.3,-1796.8
CA-2022-233652,2022-09-03,2022-09-04,Second Class,CUST-3216,Home Office,United States,Seattle,New York,Central,FUR-BO-2452,Furniture,Bookcases,Bookcases Product 36,1783.4,3,0.3,-163.01
CA-2021-884096,2021-07-24,2021-07-27,Standard Class,CUST-2081,Corporate,United States,Houston,Pennsylvania,West,OFF-EN-1167,Office Supplies,Envelopes,Envelopes Product 87,257.71,12,0.3,33.04
CA-2020-390453,2020-09-16,2020-09-21,Second Class,CUST-4588,Consumer,United States,Seattle,Illinois,South,TEC-AC-9159,Technology,Accessories,Accessories Product 46,614.22,3,0.0,112.49
CA-2020-896188,2020-09-17,2020-09-22,Second Class,CUST-9246,Consumer,United States,Chicago,Washington,East,FUR-CH-7670,Furniture,Chairs,Chairs Product 33,3272.67,6,0.5,-2182.41
CA-2022-561342,2022-03-21,2022-03-22,Same Day,CUST-8530,Corporate,United States,Chicago,Pennsylvania,East,FUR-BO-9802,Furniture,Bookcases,Bookcases Product 29,3261.33,6,0.5,-730.88
CA-2020-815795,2020-09-27,2020-10-03,Standard Class,CUST-8695,Corporate,United States,Chicago,Ohio,East,FUR-BO-3607,Furniture,Bookcases,Bookcases Product 75,2505.8,11,0.2,-64.88
CA-2022-961067,2022-12-23,2022-12-24,First Class,CUST-2095,Home Office,United States,Chicago,Texas,West,FUR-BO-3471,Furniture,Bookcases,Bookcases Product 73,1433.32,5,0.3,155.91
CA-2020-525577,2020-06-15,2020-06-21,First Class,CUST-7843,Corporate,United States,San Diego,Ohio,East,FUR-BO-7277,Furniture,Bookcases,Bookcases Product 30,4497.78,7,0.15,-143.22
CA-2023-163380,2023-12-05,2023-12-08,First Class,CUST-5701,Corporate,United States,Philadelphia,Illinois,East,FUR-BO-8224,Furniture,Bookcases,Bookcases Product 56,6737.19,10,0.15,-554.94
CA-2022-537080,2022-03-12,2022-03-13,First Class,CUST-1139,Corporate,United States,Columbus,Texas,West,TEC-MA-8432,Technology,Machines,Machines Product 25,16335.27,10,0.3,4128.43
CA-2020-409872,2020-09-22,2020-09-28,Second Class,CUST-5189,Consumer,United States,Chicago,Illinois,West,FUR-TA-6628,Furniture,Tables,Tables Product 84,2037.21,3,0.0,475.91
CA-2023-638169,2023-02-10,2023-02-15,Standard Class,CUST-9745,Home Office,United States,San Diego,Pennsylvania,East,OFF-FA-7677,Office Supplies,Fasteners,Fasteners Product 19,189.75,11,0.5,8.22
CA-2023-815861,2023-08-02,2023-08-03,Same Day,CUST-5319,Consumer,United States,San Francisco,Pennsylvania,Central,TEC-MA-4922,Technology,Machines,Machines Product 18,21192.79,14,0.3,4638.37
CA-2021-357449,2021-07-30,2021-08-02,First Class,CUST-4314,Consumer,United States,San Francisco,New York,East,FUR-LA-6993,Furniture,Labels,Labels Product 86,1321.85,11,0.1,33.26
CA-2022-589584,2022-12-19,2022-12-22,Same Day,CUST-5400,Corporate,United States,Houston,Ohio,South,OFF-AP-7576,Office Supplies,Appliances,Appliances Product 76,588.39,6,0.5,-168.47
CA-2023-691729,2023-12-29,2024-01-03,Same Day,CUST-5437,Corporate,United States,Chicago,Illinois,South,OFF-PA-2041,Office Supplies,Paper,Paper Product 56,256.02,4,0.15,-9.49
CA-2021-831634,2021-03-03,2021-03-05,Standard Class,CUST-6440,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-BO-6598,Furniture,Bookcases,Bookcases Product 24,1150.21,3,0.3,-266.23
CA-2022-416761,2022-03-28,2022-04-01,Same Day,CUST-3977,Consumer,United States,San Francisco,New York,South,FUR-LA-5524,Furniture,Labels,Labels Product 18,14694.47,13,0.2,-545.77
CA-2021-399803,2021-05-05,2021-05-07,Standard Class,CUST-5338,Home Office,United States,Dallas,Pennsylvania,West,TEC-AC-5060,Technology,Accessories,Accessories Product 21,1566.55,5,0.5,-316.39
CA-2022-948920,2022-04-30,2022-05-06,Standard Class,CUST-8418,Home Office,United States,Chicago,California,South,FUR-LA-4702,Furniture,Labels,Labels Product 14,3972.31,13,0.4,-1432.82
CA-2023-961878,2023-10-26,2023-10-26,First Class,CUST-3736,Consumer,United States,Los Angeles,New York,Central,FUR-FU-9994,Furniture,Furnishings,Furnishings Product 58,8047.04,11,0.3,-3002.78
CA-2020-392930,2020-07-08,2020-07-12,Second Class,CUST-8093,Home Office,United States,San Diego,Washington,Central,OFF-PA-9160,Office Supplies,Paper,Paper Product 7,82.4,3,0.4,11.85
CA-2020-825091,2020-08-18,2020-08-21,Same Day,CUST-6594,Home Office,United States,Seattle,California,South,FUR-CH-8582,Furniture,Chairs,Chairs Product 58,13856.5,14,0.0,3136.38
CA-2020-103570,2020-09-27,2020-10-01,Standard Class,CUST-5565,Consumer,United States,New York City,Ohio,Central,OFF-ST-3498,Office Supplies,Storage,Storage Product 57,599.81,11,0.2,-63.49
CA-2023-138133,2023-01-04,2023-01-04,Standard Class,CUST-3490,Corporate,United States,Seattle,Illinois,West,FUR-LA-2076,Furniture,Labels,Labels Product 40,5946.96,6,0.0,971.22
CA-2021-701530,2021-01-16,2021-01-18,Standard Class,CUST-4565,Corporate,United States,Dallas,Ohio,East,OFF-EN-9099,Office Supplies,Envelopes,Envelopes Product 22,158.33,2,0.1,26.69
CA-2020-643264,2020-03-12,2020-03-13,Same Day,CUST-3883,Home Office,United States,New York City,Pennsylvania,West,FUR-CH-8940,Furniture,Chairs,Chairs Product 32,6000.94,7,0.1,-330.54
CA-2021-816057,2021-12-05,2021-12-06,Second Class,CUST-4844,Consumer,United States,Seattle,California,South,TEC-MA-4716,Technology,Machines,Machines Product 90,6729.12,10,0.4,2437.07
CA-2023-827179,2023-06-15,2023-06-16,Second Class,CUST-6800,Consumer,United States,Seattle,California,South,TEC-CO-7993,Technology,Copiers,Copiers Product 12,559.96,1,0.4,187.72
CA-2022-147774,2022-11-04,2022-11-06,Second Class,CUST-7374,Home Office,United States,San Diego,Ohio,East,FUR-TA-9284,Furniture,Tables,Tables Product 21,1024.13,7,0.2,-307.78
CA-2021-471427,2021-02-13,2021-02-16,Second Class,CUST-3996,Home Office,United States,Los Angeles,Ohio,South,FUR-BO-8122,Furniture,Bookcases,Bookcases Product 91,762.52,1,0.0,-28.68
CA-2021-237388,2021-06-20,2021-06-24,Second Class,CUST-4437,Consumer,United States,Seattle,California,West,OFF-ST-9328,Office Supplies,Storage,Storage Product 3,299.61,8,0.15,17.47
CA-2023-999745,2023-07-23,2023-07-23,Second Class,CUST-4016,Consumer,United States,Houston,Texas,East,TEC-MA-7177,Technology,Machines,Machines Product 24,8975.1,5,0.4,-23.3
CA-2023-766298,2023-06-19,2023-06-21,Same Day,CUST-5008,Consumer,United States,Los Angeles,Pennsylvania,East,FUR-LA-5449,Furniture,Labels,Labels Product 51,668.25,11,0.5,-259.49
CA-2023-430569,2023-11-01,2023-11-07,Second Class,CUST-5995,Consumer,United States,Dallas,Washington,West,OFF-FA-1222,Office Supplies,Fasteners,Fasteners Product 85,199.68,2,0.4,-79.03
CA-2020-796223,2020-05-26,2020-05-27,Same Day,CUST-4755,Home Office,United States,San Diego,Illinois,Central,OFF-BI-7326,Office Supplies,Binders,Binders Product 9,796.76,7,0.15,71.23
CA-2021-938108,2021-10-04,2021-10-09,Second Class,CUST-2102,Corporate,United States,Los Angeles,Texas,Central,OFF-SU-2179,Office Supplies,Supplies,Supplies Product 10,75.5,1,0.0,7.59
CA-2023-195760,2023-03-05,2023-03-11,Same Day,CUST-4465,Home Office,United States,Houston,Texas,South,TEC-MA-6861,Technology,Machines,Machines Product 24,4831.09,6,0.4,-1072.81
CA-2020-799047,2020-05-03,2020-05-06,Standard Class,CUST-2165,Home Office,United States,San Diego,New York,West,FUR-CH-2471,Furniture,Chairs,Chairs Product 20,375.98,1,0.1,-6.75
